Geneid	Chr	Start	End	Strand	Length	0
CDR20291_RS02250	NC_013316.1	427479	428411	+	933	0
CDR20291_RS02255	NC_013316.1	428466	429329	+	864	0
CDR20291_RS02260	NC_013316.1	429576	431438	+	1863	0
CDR20291_RS02265	NC_013316.1	431441	432907	+	1467	0
CDR20291_RS02270	NC_013316.1	432931	433767	+	837	0
CDR20291_RS02275	NC_013316.1	434333	435916	+	1584	0
CDR20291_RS02280	NC_013316.1	435981	436577	-	597	0
CDR20291_RS02285	NC_013316.1	436604	437131	-	528	0
CDR20291_RS02290	NC_013316.1	437493	438491	-	999	2
CDR20291_RS02295	NC_013316.1	439168	440367	+	1200	0
CDR20291_RS02300	NC_013316.1	440406	441206	+	801	0
CDR20291_RS02305	NC_013316.1	441221	442447	+	1227	0
CDR20291_RS02310	NC_013316.1	442447	443574	+	1128	0
CDR20291_RS02315	NC_013316.1	443622	444755	+	1134	0
CDR20291_RS02320	NC_013316.1	444788	445573	+	786	0
CDR20291_RS02325	NC_013316.1	445592	446629	+	1038	0
CDR20291_RS02330	NC_013316.1	447112	448743	+	1632	0
CDR20291_RS02335	NC_013316.1	448878	449804	-	927	6
CDR20291_RS02340	NC_013316.1	450134	450463	+	330	0
CDR20291_RS02350	NC_013316.1	451314	452432	+	1119	0
CDR20291_RS02360	NC_013316.1	453102	454457	+	1356	0
CDR20291_RS02365	NC_013316.1	454781	454936	+	156	0
CDR20291_RS02370	NC_013316.1	454980	456014	+	1035	0
CDR20291_RS02375	NC_013316.1	456101	456304	+	204	0
CDR20291_RS02380	NC_013316.1	456475	457635	+	1161	0
CDR20291_RS02385	NC_013316.1	458166	459065	-	900	0
CDR20291_RS02390	NC_013316.1	459059	459730	-	672	0
CDR20291_RS02395	NC_013316.1	460831	462204	+	1374	0
CDR20291_RS02400	NC_013316.1	462460	463527	+	1068	0
CDR20291_RS02405	NC_013316.1	463624	463932	+	309	0
CDR20291_RS02410	NC_013316.1	463925	465355	+	1431	0
CDR20291_RS02415	NC_013316.1	465433	465807	+	375	0
CDR20291_RS02420	NC_013316.1	465801	468005	+	2205	0
CDR20291_RS02425	NC_013316.1	468005	469414	+	1410	0
CDR20291_RS02430	NC_013316.1	469399	470463	+	1065	0
CDR20291_RS02435	NC_013316.1	470493	471914	+	1422	0
CDR20291_RS02440	NC_013316.1	472343	472807	+	465	0
CDR20291_RS02445	NC_013316.1	473105	473467	+	363	0
CDR20291_RS02450	NC_013316.1	474062	474922	+	861	0
CDR20291_RS02455	NC_013316.1	475180	477294	+	2115	0
CDR20291_RS02460	NC_013316.1	477556	479799	-	2244	0
CDR20291_RS02465	NC_013316.1	480131	480847	+	717	0
CDR20291_RS02470	NC_013316.1	480875	481813	+	939	0
CDR20291_RS02475	NC_013316.1	482157	482840	+	684	0
CDR20291_RS02480	NC_013316.1	482837	485497	+	2661	0
CDR20291_RS02485	NC_013316.1	485678	486859	-	1182	0
CDR20291_RS02490	NC_013316.1	486859	487521	-	663	0
CDR20291_RS02495	NC_013316.1	487666	488199	-	534	0
CDR20291_RS19465	NC_013316.1	490182	490280	-	99	0
CDR20291_RS02515	NC_013316.1	490459	491064	+	606	0
CDR20291_RS02520	NC_013316.1	491568	492317	+	750	0
CDR20291_RS02525	NC_013316.1	492314	493078	+	765	0
CDR20291_RS02530	NC_013316.1	493177	493998	+	822	0
CDR20291_RS02535	NC_013316.1	494012	495676	+	1665	0
CDR20291_RS02540	NC_013316.1	495681	497555	+	1875	0
CDR20291_RS02545	NC_013316.1	497910	499709	-	1800	0
CDR20291_RS02550	NC_013316.1	499712	500098	-	387	0
CDR20291_RS02555	NC_013316.1	500331	501008	+	678	0
CDR20291_RS02560	NC_013316.1	500984	501445	+	462	0
CDR20291_RS02565	NC_013316.1	501513	502292	+	780	0
CDR20291_RS02570	NC_013316.1	502542	503168	-	627	0
CDR20291_RS02575	NC_013316.1	503311	503568	-	258	0
CDR20291_RS02580	NC_013316.1	503894	504406	+	513	0
CDR20291_RS02585	NC_013316.1	504661	505365	+	705	0
CDR20291_RS02590	NC_013316.1	505362	506132	+	771	0
CDR20291_RS02595	NC_013316.1	506129	506905	+	777	0
CDR20291_RS02600	NC_013316.1	506960	507652	+	693	0
CDR20291_RS02605	NC_013316.1	507872	509095	+	1224	0
CDR20291_RS02610	NC_013316.1	509335	511803	-	2469	0
CDR20291_RS02615	NC_013316.1	511806	512474	-	669	0
CDR20291_RS02620	NC_013316.1	512760	513287	-	528	0
CDR20291_RS02625	NC_013316.1	513504	514664	-	1161	0
CDR20291_RS02630	NC_013316.1	514652	515326	-	675	0
CDR20291_RS02635	NC_013316.1	516147	516974	-	828	0
CDR20291_RS02640	NC_013316.1	517356	517676	+	321	0
CDR20291_RS02645	NC_013316.1	517809	518489	-	681	0
CDR20291_RS02650	NC_013316.1	518885	519937	+	1053	0
CDR20291_RS02655	NC_013316.1	519984	520400	+	417	0
CDR20291_RS02660	NC_013316.1	520429	520902	+	474	0
CDR20291_RS02665	NC_013316.1	520949	521707	+	759	0
CDR20291_RS02670	NC_013316.1	521731	522570	+	840	0
CDR20291_RS02675	NC_013316.1	523021	523668	+	648	0
CDR20291_RS02680	NC_013316.1	523661	525055	+	1395	0
CDR20291_RS02685	NC_013316.1	525480	528968	+	3489	0
CDR20291_RS02690	NC_013316.1	529409	530653	-	1245	0
CDR20291_RS02695	NC_013316.1	530696	533530	-	2835	0
CDR20291_RS02700	NC_013316.1	534253	535014	+	762	0
CDR20291_RS02705	NC_013316.1	535015	535509	+	495	0
CDR20291_RS02710	NC_013316.1	535735	536913	+	1179	1
CDR20291_RS02715	NC_013316.1	537167	538774	+	1608	0
CDR20291_RS02720	NC_013316.1	538765	539469	+	705	0
CDR20291_RS02725	NC_013316.1	539761	539913	-	153	0
CDR20291_RS02730	NC_013316.1	540637	543735	+	3099	0
CDR20291_RS02735	NC_013316.1	543858	545144	+	1287	0
CDR20291_RS02740	NC_013316.1	545730	546836	-	1107	0
CDR20291_RS02745	NC_013316.1	546871	548412	-	1542	0
CDR20291_RS02750	NC_013316.1	548774	549520	-	747	0
CDR20291_RS02755	NC_013316.1	549732	551042	-	1311	4
CDR20291_RS02760	NC_013316.1	551055	551525	-	471	0
CDR20291_RS02765	NC_013316.1	551529	552380	-	852	0
CDR20291_RS02770	NC_013316.1	553305	554216	+	912	0
CDR20291_RS02775	NC_013316.1	554391	554888	+	498	0
CDR20291_RS02780	NC_013316.1	555632	555994	+	363	0
CDR20291_RS02785	NC_013316.1	556093	556677	+	585	0
CDR20291_RS02790	NC_013316.1	556674	557159	+	486	0
CDR20291_RS02795	NC_013316.1	557202	557720	+	519	0
CDR20291_RS02800	NC_013316.1	557856	558815	+	960	0
CDR20291_RS02805	NC_013316.1	558841	560544	+	1704	0
CDR20291_RS02810	NC_013316.1	560801	562903	+	2103	0
CDR20291_RS02815	NC_013316.1	562916	563356	+	441	0
CDR20291_RS02820	NC_013316.1	563392	564195	+	804	0
CDR20291_RS02825	NC_013316.1	564235	564831	+	597	0
CDR20291_RS02830	NC_013316.1	564937	565800	+	864	0
CDR20291_RS02835	NC_013316.1	565867	566856	+	990	0
CDR20291_RS02840	NC_013316.1	566948	567559	+	612	0
CDR20291_RS02845	NC_013316.1	568020	568799	+	780	0
CDR20291_RS02850	NC_013316.1	569004	569363	+	360	0
CDR20291_RS02855	NC_013316.1	569374	570756	+	1383	0
CDR20291_RS02860	NC_013316.1	570972	571382	+	411	0
CDR20291_RS02865	NC_013316.1	572575	573231	+	657	0
CDR20291_RS02870	NC_013316.1	573701	574972	-	1272	0
CDR20291_RS02875	NC_013316.1	575217	575933	+	717	0
CDR20291_RS02880	NC_013316.1	576012	577322	+	1311	0
CDR20291_RS02885	NC_013316.1	577422	577958	+	537	0
CDR20291_RS02890	NC_013316.1	578124	578660	+	537	0
CDR20291_RS02895	NC_013316.1	578670	579425	+	756	0
CDR20291_RS02900	NC_013316.1	579499	581166	+	1668	0
CDR20291_RS02905	NC_013316.1	581744	582673	+	930	0
CDR20291_RS02910	NC_013316.1	582771	583334	+	564	0
CDR20291_RS02915	NC_013316.1	583822	584658	+	837	0
CDR20291_RS02920	NC_013316.1	584910	585905	+	996	0
CDR20291_RS02925	NC_013316.1	586162	586566	-	405	0
CDR20291_RS02930	NC_013316.1	587566	588480	+	915	0
CDR20291_RS02935	NC_013316.1	588586	590823	+	2238	0
CDR20291_RS02940	NC_013316.1	591020	592072	+	1053	0
CDR20291_RS02945	NC_013316.1	592266	592736	+	471	0
CDR20291_RS02950	NC_013316.1	592772	593620	+	849	2
CDR20291_RS02955	NC_013316.1	593976	594980	+	1005	0
CDR20291_RS02960	NC_013316.1	595105	596217	+	1113	0
CDR20291_RS02965	NC_013316.1	596640	597401	+	762	0
CDR20291_RS02970	NC_013316.1	597404	598222	+	819	0
CDR20291_RS02975	NC_013316.1	598402	599004	+	603	0
CDR20291_RS02980	NC_013316.1	599867	601786	+	1920	0
CDR20291_RS02995	NC_013316.1	603722	604840	+	1119	0
CDR20291_RS03000	NC_013316.1	604961	605545	+	585	0
CDR20291_RS03005	NC_013316.1	605838	606875	-	1038	0
CDR20291_RS03010	NC_013316.1	606868	607554	-	687	0
CDR20291_RS03015	NC_013316.1	607566	607886	-	321	0
CDR20291_RS03020	NC_013316.1	608247	609587	+	1341	0
CDR20291_RS03025	NC_013316.1	610265	610834	-	570	0
CDR20291_RS03030	NC_013316.1	610995	612245	-	1251	0
CDR20291_RS03035	NC_013316.1	612537	613115	-	579	0
CDR20291_RS03040	NC_013316.1	613454	614914	+	1461	4
CDR20291_RS03045	NC_013316.1	615288	615893	+	606	0
CDR20291_RS03050	NC_013316.1	615896	618463	+	2568	0
CDR20291_RS19100	NC_013316.1	618722	619213	-	492	0
CDR20291_RS19105	NC_013316.1	619167	619454	-	288	0
CDR20291_RS03060	NC_013316.1	619729	620004	+	276	0
CDR20291_RS03065	NC_013316.1	620024	620311	+	288	0
CDR20291_RS03070	NC_013316.1	620784	621218	+	435	0
CDR20291_RS03080	NC_013316.1	623039	625162	+	2124	0
CDR20291_RS03085	NC_013316.1	625177	630387	+	5211	0
CDR20291_RS03090	NC_013316.1	630612	632711	-	2100	0
CDR20291_RS03095	NC_013316.1	632754	633149	-	396	0
CDR20291_RS03100	NC_013316.1	634210	634398	+	189	0
CDR20291_RS03105	NC_013316.1	634583	635023	-	441	0
CDR20291_RS03110	NC_013316.1	635359	636672	+	1314	0
CDR20291_RS03115	NC_013316.1	636690	637226	+	537	0
CDR20291_RS03120	NC_013316.1	637745	637966	+	222	0
CDR20291_RS03125	NC_013316.1	637966	638229	+	264	0
CDR20291_RS03130	NC_013316.1	638291	638863	+	573	0
CDR20291_RS03135	NC_013316.1	639681	640214	+	534	0
CDR20291_RS03140	NC_013316.1	640415	640618	+	204	0
CDR20291_RS03145	NC_013316.1	641225	641884	-	660	0
CDR20291_RS03150	NC_013316.1	642321	642734	+	414	0
CDR20291_RS03155	NC_013316.1	642809	643318	+	510	0
CDR20291_RS03160	NC_013316.1	643559	644170	+	612	0
CDR20291_RS03165	NC_013316.1	644825	645934	+	1110	0
CDR20291_RS03170	NC_013316.1	646061	646963	+	903	0
CDR20291_RS03175	NC_013316.1	647572	648585	+	1014	0
CDR20291_RS03180	NC_013316.1	648941	649510	+	570	0
CDR20291_RS19110	NC_013316.1	649847	651019	-	1173	0
CDR20291_RS03190	NC_013316.1	651624	652334	-	711	0
CDR20291_RS03195	NC_013316.1	652948	655059	-	2112	0
CDR20291_RS03200	NC_013316.1	655049	655801	-	753	0
CDR20291_RS03205	NC_013316.1	657097	657273	-	177	0
CDR20291_RS03210	NC_013316.1	657377	657958	-	582	0
CDR20291_RS03215	NC_013316.1	658084	658908	-	825	0
CDR20291_RS03220	NC_013316.1	659086	659979	-	894	0
CDR20291_RS03225	NC_013316.1	660236	660673	-	438	0
CDR20291_RS03230	NC_013316.1	660930	661079	-	150	0
CDR20291_RS03235	NC_013316.1	661092	661322	-	231	0
CDR20291_RS03240	NC_013316.1	662014	662235	-	222	0
CDR20291_RS03245	NC_013316.1	662815	663072	+	258	0
CDR20291_RS03250	NC_013316.1	663521	664759	+	1239	0
CDR20291_RS03255	NC_013316.1	665465	666766	+	1302	0
CDR20291_RS03260	NC_013316.1	666842	667117	+	276	0
CDR20291_RS03265	NC_013316.1	668442	668672	+	231	0
CDR20291_RS03270	NC_013316.1	668665	669246	+	582	0
CDR20291_RS03275	NC_013316.1	670169	671854	+	1686	0
CDR20291_RS03280	NC_013316.1	672334	673011	-	678	0
CDR20291_RS03285	NC_013316.1	673200	674564	-	1365	0
CDR20291_RS03290	NC_013316.1	674692	675213	+	522	0
CDR20291_RS03295	NC_013316.1	675345	675584	+	240	0
CDR20291_RS03300	NC_013316.1	675802	676881	+	1080	0
CDR20291_RS03305	NC_013316.1	677205	677573	+	369	0
CDR20291_RS03310	NC_013316.1	677690	678493	+	804	0
CDR20291_RS03315	NC_013316.1	678878	679768	+	891	0
CDR20291_RS03320	NC_013316.1	680231	680674	+	444	0
CDR20291_RS03325	NC_013316.1	680846	681016	+	171	0
CDR20291_RS03330	NC_013316.1	681567	682475	+	909	0
CDR20291_RS03335	NC_013316.1	682655	683143	+	489	0
CDR20291_RS03340	NC_013316.1	683229	683636	+	408	0
CDR20291_RS03345	NC_013316.1	683637	683855	+	219	0
CDR20291_RS03350	NC_013316.1	684577	684882	+	306	0
CDR20291_RS03355	NC_013316.1	685290	685979	+	690	0
CDR20291_RS03360	NC_013316.1	685979	686896	+	918	0
CDR20291_RS03365	NC_013316.1	686969	687895	+	927	0
CDR20291_RS03370	NC_013316.1	687892	688572	+	681	0
CDR20291_RS03375	NC_013316.1	689017	689718	+	702	0
CDR20291_RS03380	NC_013316.1	690613	691272	+	660	0
CDR20291_RS03385	NC_013316.1	691571	693616	+	2046	0
CDR20291_RS03390	NC_013316.1	693633	695588	+	1956	0
CDR20291_RS03395	NC_013316.1	695604	696794	+	1191	0
CDR20291_RS19260	NC_013316.1	697697	697825	-	129	0
CDR20291_RS03400	NC_013316.1	697928	698302	+	375	0
CDR20291_RS03405	NC_013316.1	698304	699161	+	858	0
CDR20291_RS03410	NC_013316.1	699164	699802	+	639	0
CDR20291_RS03415	NC_013316.1	700776	701510	+	735	0
CDR20291_RS03420	NC_013316.1	702736	703908	+	1173	0
CDR20291_RS03425	NC_013316.1	703971	705164	+	1194	0
CDR20291_RS03430	NC_013316.1	705371	705751	+	381	0
CDR20291_RS03435	NC_013316.1	706660	707214	+	555	0
CDR20291_RS03440	NC_013316.1	707545	714645	+	7101	0
CDR20291_RS03445	NC_013316.1	714767	715267	+	501	0
CDR20291_RS03450	NC_013316.1	715346	715507	+	162	0
CDR20291_RS03460	NC_013316.1	715995	724127	+	8133	0
CDR20291_RS03470	NC_013316.1	725559	725804	+	246	0
CDR20291_RS03475	NC_013316.1	726021	726290	-	270	0
CDR20291_RS03480	NC_013316.1	726502	726804	-	303	0
CDR20291_RS03485	NC_013316.1	727324	728061	-	738	0
CDR20291_RS03490	NC_013316.1	728073	728834	-	762	0
CDR20291_RS03495	NC_013316.1	728834	729757	-	924	0
CDR20291_RS03500	NC_013316.1	729919	730626	+	708	0
CDR20291_RS03505	NC_013316.1	730671	732077	+	1407	0
CDR20291_RS03510	NC_013316.1	733666	734055	+	390	0
CDR20291_RS03515	NC_013316.1	734800	735270	+	471	0
CDR20291_RS03525	NC_013316.1	737338	738045	+	708	0
CDR20291_RS03530	NC_013316.1	738657	739157	+	501	0
CDR20291_RS03535	NC_013316.1	739407	740186	-	780	0
CDR20291_RS03540	NC_013316.1	740183	740662	-	480	0
CDR20291_RS03545	NC_013316.1	741468	742169	+	702	0
CDR20291_RS03550	NC_013316.1	742195	742851	+	657	0
CDR20291_RS03555	NC_013316.1	743058	744698	+	1641	0
CDR20291_RS03560	NC_013316.1	745057	746379	+	1323	0
CDR20291_RS03565	NC_013316.1	746576	747583	+	1008	0
CDR20291_RS03570	NC_013316.1	747621	749018	+	1398	0
CDR20291_RS03575	NC_013316.1	749163	750428	+	1266	0
CDR20291_RS19115	NC_013316.1	750470	750700	+	231	0
CDR20291_RS03580	NC_013316.1	750664	751509	+	846	0
CDR20291_RS03585	NC_013316.1	751544	752566	+	1023	0
CDR20291_RS03590	NC_013316.1	753176	754579	-	1404	0
CDR20291_RS03595	NC_013316.1	755456	755965	+	510	0
CDR20291_RS03600	NC_013316.1	755993	756187	+	195	1
CDR20291_RS03605	NC_013316.1	756243	756599	+	357	1
CDR20291_RS03610	NC_013316.1	756909	757454	+	546	0
CDR20291_RS03615	NC_013316.1	757441	757614	+	174	0
CDR20291_RS03620	NC_013316.1	757890	759815	+	1926	0
CDR20291_RS03625	NC_013316.1	760216	762120	+	1905	0
CDR20291_RS03630	NC_013316.1	762508	763287	+	780	0
CDR20291_RS03635	NC_013316.1	763597	764418	-	822	0
CDR20291_RS03640	NC_013316.1	765143	765961	-	819	0
CDR20291_RS03645	NC_013316.1	766129	766710	+	582	0
CDR20291_RS03650	NC_013316.1	766707	766901	+	195	0
CDR20291_RS03655	NC_013316.1	767065	768807	-	1743	0
CDR20291_RS03660	NC_013316.1	769236	770612	+	1377	0
CDR20291_RS03665	NC_013316.1	770923	771594	+	672	0
CDR20291_RS03670	NC_013316.1	771785	772582	+	798	0
CDR20291_RS03675	NC_013316.1	773210	774229	+	1020	0
CDR20291_RS03680	NC_013316.1	774246	776639	+	2394	0
CDR20291_RS03685	NC_013316.1	776664	777254	+	591	0
CDR20291_RS03690	NC_013316.1	777596	778279	+	684	0
CDR20291_RS03695	NC_013316.1	778771	781389	+	2619	0
CDR20291_RS03700	NC_013316.1	781493	782071	+	579	0
CDR20291_RS03705	NC_013316.1	782105	782581	+	477	0
CDR20291_RS03710	NC_013316.1	783100	783921	+	822	0
CDR20291_RS03715	NC_013316.1	784144	786657	+	2514	0
CDR20291_RS03720	NC_013316.1	786861	788312	-	1452	8
CDR20291_RS03725	NC_013316.1	788629	791007	+	2379	0
CDR20291_RS03730	NC_013316.1	791075	791488	+	414	0
CDR20291_RS03735	NC_013316.1	791899	793599	+	1701	0
CDR20291_RS03740	NC_013316.1	793853	794776	+	924	0
CDR20291_RS03745	NC_013316.1	794781	794987	-	207	0
CDR20291_RS03750	NC_013316.1	795123	796877	+	1755	0
CDR20291_RS03755	NC_013316.1	796895	798037	+	1143	0
CDR20291_RS03765	NC_013316.1	798358	799269	+	912	0
CDR20291_RS03770	NC_013316.1	799876	801795	+	1920	0
CDR20291_RS03775	NC_013316.1	802105	802884	+	780	0
CDR20291_RS03780	NC_013316.1	803133	804809	+	1677	0
CDR20291_RS03785	NC_013316.1	804914	805546	+	633	0
CDR20291_RS03790	NC_013316.1	805638	806510	+	873	0
CDR20291_RS03795	NC_013316.1	806547	807221	+	675	0
CDR20291_RS03800	NC_013316.1	807257	808138	+	882	0
CDR20291_RS03805	NC_013316.1	808182	809567	+	1386	0
CDR20291_RS03810	NC_013316.1	809623	810393	+	771	0
CDR20291_RS03815	NC_013316.1	810413	811357	+	945	0
CDR20291_RS03820	NC_013316.1	811388	812755	+	1368	0
CDR20291_RS03825	NC_013316.1	812805	813611	+	807	0
CDR20291_RS03830	NC_013316.1	813668	815794	+	2127	0
CDR20291_RS03835	NC_013316.1	815881	816258	+	378	0
CDR20291_RS03840	NC_013316.1	816370	818298	+	1929	0
CDR20291_RS03845	NC_013316.1	818323	819195	+	873	0
CDR20291_RS03850	NC_013316.1	819192	820130	+	939	0
CDR20291_RS03855	NC_013316.1	820177	820992	+	816	0
CDR20291_RS03860	NC_013316.1	821143	821334	+	192	0
CDR20291_RS03865	NC_013316.1	821353	821769	+	417	0
CDR20291_RS03870	NC_013316.1	821785	822135	+	351	0
CDR20291_RS03875	NC_013316.1	822675	823454	+	780	0
CDR20291_RS03880	NC_013316.1	823767	824648	-	882	0
CDR20291_RS03885	NC_013316.1	825201	825713	+	513	0
CDR20291_RS03890	NC_013316.1	826392	827489	-	1098	0
CDR20291_RS03895	NC_013316.1	827782	829308	+	1527	0
CDR20291_RS03900	NC_013316.1	829349	830464	+	1116	0
CDR20291_RS03905	NC_013316.1	830745	831509	-	765	0
CDR20291_RS03910	NC_013316.1	831768	831858	+	91	0
CDR20291_RS03915	NC_013316.1	831946	832734	+	789	0
CDR20291_RS03920	NC_013316.1	832755	833495	+	741	0
CDR20291_RS03925	NC_013316.1	833673	834047	+	375	0
CDR20291_RS03930	NC_013316.1	834139	835599	+	1461	0
CDR20291_RS03935	NC_013316.1	835652	838528	+	2877	0
CDR20291_RS03940	NC_013316.1	838605	840671	+	2067	0
CDR20291_RS03945	NC_013316.1	841699	842514	+	816	0
CDR20291_RS03950	NC_013316.1	842542	843219	+	678	0
CDR20291_RS03955	NC_013316.1	843278	844000	+	723	0
CDR20291_RS03960	NC_013316.1	844648	845799	+	1152	0
CDR20291_RS03965	NC_013316.1	845845	847020	+	1176	0
CDR20291_RS19265	NC_013316.1	847176	847979	+	804	0
CDR20291_RS03975	NC_013316.1	848222	848863	+	642	0
CDR20291_RS03980	NC_013316.1	850276	851946	+	1671	0
CDR20291_RS03985	NC_013316.1	852068	852802	-	735	0
CDR20291_RS03990	NC_013316.1	852962	855193	-	2232	4
CDR20291_RS03995	NC_013316.1	855552	856547	+	996	0
CDR20291_RS04000	NC_013316.1	856638	858251	+	1614	0
CDR20291_RS04005	NC_013316.1	858526	860511	+	1986	0
CDR20291_RS04010	NC_013316.1	860516	860950	+	435	0
CDR20291_RS04015	NC_013316.1	860979	861539	+	561	0
CDR20291_RS19380	NC_013316.1	862143	862562	+	420	0
CDR20291_RS04030	NC_013316.1	862603	862968	+	366	0
CDR20291_RS04035	NC_013316.1	863069	863842	+	774	0
CDR20291_RS04045	NC_013316.1	864835	865953	+	1119	0
CDR20291_RS04050	NC_013316.1	866179	868491	+	2313	0
CDR20291_RS04055	NC_013316.1	868579	868914	+	336	0
CDR20291_RS04060	NC_013316.1	868928	869356	+	429	0
CDR20291_RS04065	NC_013316.1	869379	870143	+	765	0
CDR20291_RS04070	NC_013316.1	870423	870860	+	438	0
CDR20291_RS04075	NC_013316.1	871014	872027	+	1014	0
CDR20291_RS04080	NC_013316.1	872041	872403	+	363	0
CDR20291_RS04085	NC_013316.1	872586	873602	+	1017	0
CDR20291_RS04090	NC_013316.1	873977	874819	+	843	0
CDR20291_RS04095	NC_013316.1	874834	875298	+	465	0
CDR20291_RS04100	NC_013316.1	875312	876457	+	1146	0
CDR20291_RS04105	NC_013316.1	876501	877436	+	936	0
CDR20291_RS04110	NC_013316.1	878235	878633	-	399	8
CDR20291_RS04115	NC_013316.1	878932	881625	-	2694	0
CDR20291_RS04120	NC_013316.1	881839	882537	+	699	0
CDR20291_RS04125	NC_013316.1	882749	883756	-	1008	0
CDR20291_RS04130	NC_013316.1	883984	884868	+	885	0
CDR20291_RS04135	NC_013316.1	885070	886620	+	1551	0
CDR20291_RS04140	NC_013316.1	886649	887284	+	636	0
CDR20291_RS04145	NC_013316.1	887395	887655	-	261	0
CDR20291_RS04150	NC_013316.1	887872	889155	+	1284	0
CDR20291_RS04155	NC_013316.1	889163	889840	+	678	0
CDR20291_RS04160	NC_013316.1	889926	890369	+	444	4
CDR20291_RS04165	NC_013316.1	890675	891319	+	645	0
CDR20291_RS04170	NC_013316.1	891405	891782	-	378	0
CDR20291_RS04175	NC_013316.1	891782	892168	-	387	0
CDR20291_RS04180	NC_013316.1	892347	893102	+	756	0
CDR20291_RS04185	NC_013316.1	893185	893904	+	720	0
CDR20291_RS04190	NC_013316.1	894072	895076	-	1005	0
CDR20291_RS04195	NC_013316.1	895342	896238	+	897	0
CDR20291_RS04200	NC_013316.1	896376	897638	+	1263	0
CDR20291_RS04205	NC_013316.1	897714	898907	+	1194	0
CDR20291_RS04210	NC_013316.1	899536	900330	+	795	0
CDR20291_RS04215	NC_013316.1	900424	901764	+	1341	0
CDR20291_RS04220	NC_013316.1	901901	903133	+	1233	0
CDR20291_RS04225	NC_013316.1	903173	904315	+	1143	0
CDR20291_RS04230	NC_013316.1	904326	905120	+	795	0
CDR20291_RS04235	NC_013316.1	905134	906153	+	1020	0
CDR20291_RS04240	NC_013316.1	906252	907628	+	1377	0
CDR20291_RS04245	NC_013316.1	907960	908304	-	345	0
CDR20291_RS04250	NC_013316.1	908792	909802	+	1011	0
CDR20291_RS04255	NC_013316.1	909938	910426	+	489	0
CDR20291_RS04260	NC_013316.1	910602	912530	+	1929	0
CDR20291_RS04265	NC_013316.1	912705	913115	+	411	0
CDR20291_RS04270	NC_013316.1	913137	913439	+	303	0
CDR20291_RS04275	NC_013316.1	913655	914347	-	693	0
CDR20291_RS04280	NC_013316.1	914373	915560	-	1188	0
CDR20291_RS04285	NC_013316.1	915896	917773	+	1878	0
CDR20291_RS04290	NC_013316.1	918085	919491	+	1407	0
CDR20291_RS04295	NC_013316.1	919519	920367	+	849	0
CDR20291_RS04300	NC_013316.1	921028	921720	+	693	0
CDR20291_RS04305	NC_013316.1	921717	922652	+	936	0
CDR20291_RS04310	NC_013316.1	922800	923723	+	924	0
CDR20291_RS04315	NC_013316.1	923707	924477	+	771	0
CDR20291_RS04320	NC_013316.1	924487	925269	+	783	0
CDR20291_RS04325	NC_013316.1	925646	926182	+	537	0
CDR20291_RS04330	NC_013316.1	926214	926603	+	390	0
CDR20291_RS04335	NC_013316.1	926640	927026	+	387	2
CDR20291_RS04340	NC_013316.1	927153	928595	+	1443	0
CDR20291_RS04345	NC_013316.1	928892	929707	+	816	0
CDR20291_RS04350	NC_013316.1	930308	931492	+	1185	0
CDR20291_RS04355	NC_013316.1	931869	932996	-	1128	0
CDR20291_RS04360	NC_013316.1	933441	934634	+	1194	0
CDR20291_RS04365	NC_013316.1	934659	936584	+	1926	0
CDR20291_RS04370	NC_013316.1	936606	937601	+	996	0
CDR20291_RS04375	NC_013316.1	937928	938401	+	474	0
CDR20291_RS04380	NC_013316.1	938435	938929	+	495	0
CDR20291_RS04385	NC_013316.1	939008	939547	+	540	0
CDR20291_RS04390	NC_013316.1	939736	940047	+	312	0
CDR20291_RS04395	NC_013316.1	940075	940761	+	687	0
CDR20291_RS04400	NC_013316.1	940993	941877	+	885	0
CDR20291_RS04405	NC_013316.1	941976	943151	+	1176	0
CDR20291_RS04410	NC_013316.1	943279	944133	+	855	0
CDR20291_RS04415	NC_013316.1	944177	945412	+	1236	0
CDR20291_RS04420	NC_013316.1	945513	946454	+	942	0
CDR20291_RS04425	NC_013316.1	946683	947036	-	354	0
CDR20291_RS04430	NC_013316.1	947332	948243	+	912	0
CDR20291_RS04435	NC_013316.1	948503	948937	+	435	0
CDR20291_RS04440	NC_013316.1	948960	950495	+	1536	0
CDR20291_RS04445	NC_013316.1	950579	951946	+	1368	0
CDR20291_RS04450	NC_013316.1	951981	952205	+	225	0
CDR20291_RS04455	NC_013316.1	952655	953053	-	399	0
CDR20291_RS04460	NC_013316.1	953056	953499	-	444	0
CDR20291_RS04465	NC_013316.1	953816	954802	+	987	0
CDR20291_RS04470	NC_013316.1	954786	955697	+	912	0
CDR20291_RS04475	NC_013316.1	955810	957378	+	1569	2
CDR20291_RS04480	NC_013316.1	957453	958478	+	1026	0
CDR20291_RS04485	NC_013316.1	958471	959415	+	945	0
